name_it,un_number,name_en,class,classification_code,packing_group,label,trc_transport_category,special_provisions,limited,expected_quantities,packing_instruction,special_packing_provision,mixed_packing_provision,instructions,p_tank_special_provisions,tank_code,ard_special_provisions,vehicle_for_tank_carriage,packages,bulk,loading_unloading_handling,operation,hazard_identification_no
FUOCHI PIROTECNICI,335,,1,1.3G,,1,1 (C5000D),,,,,,,,,,,,,,,,
FUOCHI PIROTECNICI,336,,1,1.4G,,1.4,2 (E),,,,,,,,,,,,,,,,
FUOCHI PIROTECNICI,337,,1,1.4S,,1.4,4 (E),,,,,,,,,,,,,,,,
CARTUCCE A SALVE PER ARMI o CARTUCCE A SALVE PER ARMI DI PICCOLO CALIBRO,338,,1,1.4C,,1.4,2 (E),,,,,,,,,,,,,,,,
CARTUCCE CON PROIETTILE INERTE PER ARMI o CARTUCCE PER ARMI DI PICCOLO CALIBRO,339,,1,1.4C,,1.4,2 (E),,,,,,,,,,,,,,,,
NITROCELLULOSA secca o umidiﬁcata con meno del 25% (massa) di acqua (o di alcol),340,,1,1.1D,,1,1 (B1000C),,,,,,,,,,,,,,,,
NITROCELLULOSA non modiﬁcata o plastiﬁcata con meno del 18% (massa) di plastiﬁcante,341,,1,1.1D,,1,1 (B1000C),,,,,,,,,,,,,,,,
NITROCELLULOSA UMIDIFICATA con almeno il 25% (massa) di alcol,342,,1,1.3C,,1,1 (C5000D),,,,,,,,,,,,,,,,
NITROCELLULOSA PLASTIFICATA con almeno il 18% (massa) di plastiﬁcante,343,,1,1.3C,,1,1 (C5000D),,,,,,,,,,,,,,,,
PROIETTILI con carica di scoppio,344,,1,1.4D,,1.4,2 (E),,,,,,,,,,,,,,,,
PROIETTILI inerti con traccianti,345,,1,1.4S,,1.4,4 (E),,,,,,,,,,,,,,,,
PROIETTILI con carica di scoppio o carica di espulsione,346,,1,1.2D,,1,1 (B1000C),,,,,,,,,,,,,,,,
PROIETTILI con carica di scoppio o carica di espulsione,347,,1,1.4D,,1.4,2 (E),,,,,,,,,,,,,,,,
CARTUCCE PER ARMI con carica di scoppio,348,,1,1.4F,,1.4,2 (E),,,,,,,,,,,,,,,,
OGGETTI ESPLOSIVI, N.A.S.,349,,1,1.4S,,1.4,4 (E),,,,,,,,,,,,,,,,
OGGETTI ESPLOSIVI, N.A.S.,350,,1,1.4B,,1.4,2 (E),,,,,,,,,,,,,,,,
OGGETTI ESPLOSIVI, N.A.S.,351,,1,1.4C,,1.4,2 (E),,,,,,,,,,,,,,,,
OGGETTI ESPLOSIVI, N.A.S.,352,,1,1.4D,,1.4,2 (E),,,,,,,,,,,,,,,,
OGGETTI ESPLOSIVI, N.A.S.,353,,1,1.4G,,1.4,2 (E),,,,,,,,,,,,,,,,
OGGETTI ESPLOSIVI, N.A.S.,354,,1,1.1L,,1,0 (B),,,,,,,,,,,,,,,,
OGGETTI ESPLOSIVI, N.A.S.,355,,1,1.2L,,1,0 (B),,,,,,,,,,,,,,,,
OGGETTI ESPLOSIVI, N.A.S.,356,,1,1.3L,,1,0 (B),,,,,,,,,,,,,,,,
MATERIE ESPLOSIVE, N.A.S.,357,,1,1.1L,,1,0 (B),,,,,,,,,,,,,,,,
MATERIE ESPLOSIVE, N.A.S.,358,,1,1.2L,,1,0 (B),,,,,,,,,,,,,,,,
MATERIE ESPLOSIVE, N.A.S.,359,,1,1.3L,,1,0 (B),,,,,,,,,,,,,,,,
ASSEMBLAGGI DI DETONATORI da mina NON ELETTRICI,360,,1,1.1B,,1,1 (B1000C),,,,,,,,,,,,,,,,
ASSEMBLAGGI DI DETONATORI da mina NON ELETTRICI,361,,1,1.4B,,1.4,2 (E),,,,,,,,,,,,,,,,
MUNIZIONI DA ESERCITAZIONE,362,,1,1.4G,,1.4,2 (E),,,,,,,,,,,,,,,,
MUNIZIONI PER PROVE,363,,1,1.4G,,1.4,2 (E),,,,,,,,,,,,,,,,
DETONATORI PER MUNIZIONI,364,,1,1.2B,,1,1 (B1000C),,,,,,,,,,,,,,,,
DETONATORI PER MUNIZIONI,365,,1,1.4B,,1.4,2 (E),,,,,,,,,,,,,,,,
DETONATORI PER MUNIZIONI,366,,1,1.4S,,1.4,4 (E),,,,,,,,,,,,,,,,
SPOLETTE-DETONATORI,367,,1,1.4S,,1.4,4 (E),,,,,,,,,,,,,,,,
SPOLETTE-ACCENDITORI,368,,1,1.4S,,1.4,4 (E),,,,,,,,,,,,,,,,
TESTE MILITARI PER RAZZI con carica di scoppio,369,,1,1.1F,,1,1 (B1000C),,,,,,,,,,,,,,,,
TESTE MILITARI PER RAZZI con carica di scoppio o carica di espulsione,370,,1,1.4D,,1.4,2 (E),,,,,,,,,,,,,,,,
TESTE MILITARI PER RAZZI con carica di scoppio o carica di espulsione,371,,1,1.4F,,1.4,2 (E),,,,,,,,,,,,,,,,
GRANATE DA ESERCITAZIONE a mano o per fucile,372,,1,1.2G,,1,1 (B1000C),,,,,,,,,,,,,,,,
ARTIFICI DA SEGNALAZIONE A MANO,373,,1,1.4S,,1.4,4 (E),,,,,,,,,,,,,,,,
SEGNALI ACUSTICI DI SONDAGGIO ESPLOSIVI,374,,1,1.1D,,1,1 (B1000C),,,,,,,,,,,,,,,,
SEGNALI ACUSTICI DI SONDAGGIO ESPLOSIVI,375,,1,1.2D,,1,1 (B1000C),,,,,,,,,,,,,,,,
CANNELLI per artiglieria,376,,1,1.4S,,1.4,4 (E),,,,,,,,,,,,,,,,
CAPSULE per accensione A PERCUSSIONE,377,,1,1.1B,,1,1 (B1000C),,,,,,,,,,,,,,,,
CAPSULE per accensione A PERCUSSIONE,378,,1,1.4B,,1.4,2 (E),,,,,,,,,,,,,,,,
BOSSOLI DI CARTUCCE VUOTI INNESCATI,379,,1,1.4C,,1.4,2 (E),,,,,,,,,,,,,,,,
OGGETTI PIROFORICI,380,,1,1.2L,,1,0 (B),,,,,,,,,,,,,,,,
CARTUCCE PER USI TECNICI,381,,1,1.2C,,1,1 (B1000C),,,,,,,,,,,,,,,,
COMPONENTI DI CATENA PIROTECNICA, N.A.S.,382,,1,1.2B,,1,1 (B1000C),,,,,,,,,,,,,,,,
COMPONENTI DI CATENA PIROTECNICA, N.A.S.,383,,1,1.4B,,1.4,2 (E),,,,,,,,,,,,,,,,
COMPONENTI DI CATENA PIROTECNICA, N.A.S.,384,,1,1.4S,,1.4,4 (E),,,,,,,,,,,,,,,,
5-NITROBENZOTRIAZOLO,385,,1,1.1D,,1,1 (B1000C),,,,,,,,,,,,,,,,
ACIDO TRINITROBENZENSOLFONICO,386,,1,1.1D,,1,1 (B1000C),,,,,,,,,,,,,,,,
TRINITROFLUORENONE,387,,1,1.1D,,1,1 (B1000C),,,,,,,,,,,,,,,,
TRINITROTOLUENE (TOLITE,TNT) IN MISCELA CON TRINITROBENZENE o TRINITOLUENE (TOLITE,TNT) IN MISCELA CON ESANITROSTILBENE,388,,1,1.1D,,1,1 (B1000C),,,,,,,,,,,,,,,,
TRINITROTOLUENE (TOLITE,TNT) IN MISCELA CON TRINITROBENZENE E ESANITROSTIL- BENE,389,,1,1.1D,,1,1 (B1000C),,,,,,,,,,,,,,,,
TRITONALE,390,,1,1.1D,,1,1 (B1000C),,,,,,,,,,,,,,,,
CICLOTRIMETILENTRINITROAMMINA (CICLONITE, ESOGENO, RDX) IN MISCELA CON CICLOTETRAMETILENTRINITROAMMINA (OCTOGENO, HMX), UMIDIFICATA con almeno il 15% (massa) di acqua o DESENSIBILIZZATA con almeno il 10% (massa) di ﬂemmatizzante,391,,1,1.1D,,1,1 (B1000C),,,,,,,,,,,,,,,,
ESANITROSTILBENE,392,,1,1.1D,,1,1 (B1000C),,,,,,,,,,,,,,,,
ESATONALE,393,,1,1.1D,,1,1 (B1000C),,,,,,,,,,,,,,,,
TRINITRORESORCINOLO (ACIDO STIFNICO) UMIDIFICATO con almeno il 20% (massa) di acqua (o una miscela di acqua e di alcol),394,,1,1.1D,,1,1 (B1000C),,,,,,,,,,,,,,,,
MOTORI PER RAZZI A COMBUSTIBILE LIQUIDO,395,,1,1.2J,,1,1 (B1000C),,,,,,,,,,,,,,,,
MOTORI PER RAZZI A COMBUSTIBILE LIQUIDO,396,,1,1.3J,,1,1 (C),,,,,,,,,,,,,,,,
RAZZI A COMBUSTIBILE LIQUIDO, con carica di scoppio,397,,1,1.1J,,1,1 (B1000C),,,,,,,,,,,,,,,,
RAZZI A COMBUSTIBILE LIQUIDO, con carica di scoppio,398,,1,1.2J,,1,1 (B1000C),,,,,,,,,,,,,,,,
BOMBE CONTENENTI UN LIQUIDO INFIAMMABILE, con carica di scoppio,399,,1,1.1J,,1,1 (B1000C),,,,,,,,,,,,,,,,
BOMBE CONTENENTI UN LIQUIDO INFIAMMABILE, con carica di scoppio,400,,1,1.2J,,1,1 (B1000C),,,,,,,,,,,,,,,,
SOLFURO DI DIPICRILE secco o umidiﬁcato con meno del 10% (massa) di acqua,401,,1,1.1D,,1,1 (B1000C),,,,,,,,,,,,,,,,
PERCLORATO DI AMMONIO,402,,1,1.1D,,1,1 (B1000C),,,,,,,,,,,,,,,,
DISPOSITIVI ILLUMINANTI AEREI,403,,1,1.4G,,1.4,2 (E),,,,,,,,,,,,,,,,
DISPOSITIVI ILLUMINANTI AEREI,404,,1,1.4S,,1.4,4 (E),,,,,,,,,,,,,,,,
CARTUCCE DA SEGNALAZIONE,405,,1,1.4S,,1.4,4 (E),,,,,,,,,,,,,,,,
DINITROSOBENZENE,406,,1,1.3C,,1,1 (C5000D),,,,,,,,,,,,,,,,
ACIDO 1-TETRAZOLACETICO,407,,1,1.4C,,1.4,2 (E),,,,,,,,,,,,,,,,
SPOLETTE-DETONATORI con dispositivi di sicurezza,408,,1,1.1D,,1,1 (B1000C),,,,,,,,,,,,,,,,
SPOLETTE-DETONATORI con dispositivi di sicurezza,409,,1,1.2D,,1,1 (B1000C),,,,,,,,,,,,,,,,
SPOLETTE-DETONATORI con dispositivi di sicurezza,410,,1,1.4D,,1.4,2 (E),,,,,,,,,,,,,,,,
TETRANITRATO DI PENTAERITRITE (TETRANITRATO DI PENTAERITROLO, PETN) con alme- no il 7% (massa) di cera,411,,1,1.1D,,1,1 (B1000C),,,,,,,,,,,,,,,,
CARTUCCE PER ARMI con carica di scoppio,412,,1,1.4E,,1.4,2 (E),,,,,,,,,,,,,,,,
CARTUCCE A SALVE PER ARMI,413,,1,1.2C,,1,1 (B1000C),,,,,,,,,,,,,,,,
CARICHE DI LANCIO PER CANNONE,414,,1,1.2C,,1,1 (B1000C),,,,,,,,,,,,,,,,
CARICHE PROPELLENTI,415,,1,1.2C,,1,1 (B1000C),,,,,,,,,,,,,,,,
CARTUCCE CON PROIETTILE INERTE PER ARMI o CARTUCCE PER ARMI DI PICCOLO CALIBRO,417,,1,1.3C,,1,1 (C5000D),,,,,,,,,,,,,,,,
DISPOSITIVI ILLUMINANTI DI SUPERFICIE,418,,1,1.1G,,1,1 (B1000C),,,,,,,,,,,,,,,,
DISPOSITIVI ILLUMINANTI DI SUPERFICIE,419,,1,1.2G,,1,1 (B1000C),,,,,,,,,,,,,,,,
DISPOSITIVI ILLUMINANTI AEREI,420,,1,1.1G,,1,1 (B1000C),,,,,,,,,,,,,,,,
DISPOSITIVI ILLUMINANTI AEREI,421,,1,1.2G,,1,1 (B1000C),,,,,,,,,,,,,,,,
PROIETTILI inerti con traccianti,424,,1,1.3G,,1,1 (C5000D),,,,,,,,,,,,,,,,
PROIETTILI inerti con traccianti,425,,1,1.4G,,1.4,2 (E),,,,,,,,,,,,,,,,
PROIETTILI con carica di scoppio o carica di espulsione,426,,1,1.2F,,1,1 (B1000C),,,,,,,,,,,,,,,,
PROIETTILI con carica di scoppio o carica di espulsione,427,,1,1.4F,,1.4,2 (E),,,,,,,,,,,,,,,,
OGGETTI PIROTECNICI per uso tecnico,428,,1,1.1G,,1,1 (B1000C),,,,,,,,,,,,,,,,
OGGETTI PIROTECNICI per uso tecnico,429,,1,1.2G,,1,1 (B1000C),,,,,,,,,,,,,,,,
OGGETTI PIROTECNICI per uso tecnico,430,,1,1.3G,,1,1 (C5000D),,,,,,,,,,,,,,,,
OGGETTI PIROTECNICI per uso tecnico,431,,1,1.4G,,1.4,2 (E),,,,,,,,,,,,,,,,
OGGETTI PIROTECNICI per uso tecnico,432,,1,1.4S,,1.4,4 (E),,,,,,,,,,,,,,,,
GALLETTA UMIDIFICATA con almeno il 17% (massa) d'alcool,433,,1,1.1C,,1,1 (B1000C),,,,,,,,,,,,,,,,
PROIETTILI con carica di scoppio o carica di espulsione,434,,1,1.2G,,1,1 (B1000C),,,,,,,,,,,,,,,,
PROIETTILI con carica di scoppio o carica di espulsione,435,,1,1.4G,,1.4,2 (E),,,,,,,,,,,,,,,,
RAZZI con carica di espulsione,436,,1,1.2C,,1,1 (B1000C),,,,,,,,,,,,,,,,
RAZZI con carica di espulsione,437,,1,1.3C,,1,1 (C5000D),,,,,,,,,,,,,,,,
RAZZI con carica di espulsione,438,,1,1.4C,,1.4,2 (E),,,,,,,,,,,,,,,,
CARICHE CAVE senza detonatore,439,,1,1.2D,,1,1 (B1000C),,,,,,,,,,,,,,,,
CARICHE CAVE senza detonatore,440,,1,1.4D,,1.4,2 (E),,,,,,,,,,,,,,,,
CARICHE CAVE senza detonatore,441,,1,1.4S,,1.4,4 (E),,,,,,,,,,,,,,,,
CARICHE ESPLOSIVE INDUSTRIALI senza detonatore,442,,1,1.1D,,1,1 (B1000C),,,,,,,,,,,,,,,,
CARICHE ESPLOSIVE INDUSTRIALI senza detonatore,443,,1,1.2D,,1,1 (B1000C),,,,,,,,,,,,,,,,
CARICHE ESPLOSIVE INDUSTRIALI senza detonatore,444,,1,1.4D,,1.4,2 (E),,,,,,,,,,,,,,,,
CARICHE ESPLOSIVE INDUSTRIALI senza detonatore,445,,1,1.4S,,1.4,4 (E),,,,,,,,,,,,,,,,
BOSSOLI COMBUSTIBILI VUOTI E NON INNESCATI,446,,1,1.4C,,1.4,2 (E),,,,,,,,,,,,,,,,
BOSSOLI COMBUSTIBILI VUOTI E NON INNESCATI,447,,1,1.3C,,1,1 (C5000D),,,,,,,,,,,,,,,,
ACIDO 5-MERCAPTO-1-TETRAZOLACETICO,448,,1,1.4C,,1.4,2 (E),,,,,,,,,,,,,,,,
SILURI A COMBUSTIBILE LIQUIDO con o senza carica di scoppio,449,,1,1.1J,,1,1 (B1000C),,,,,,,,,,,,,,,,
SILURI A COMBUSTIBILE LIQUIDO con testa inerte,450,,1,1.3J,,1,1 (C),,,,,,,,,,,,,,,,
SILURI con carica di scoppio,451,,1,1.1D,,1,1 (B1000C),,,,,,,,,,,,,,,,
GRANATE DA ESERCITAZIONE a mano o per fucile,452,,1,1.4G,,1.4,2 (E),,,,,,,,,,,,,,,,
RAZZI LANCIA SAGOLE,453,,1,1.4G,,1.4,2 (E),,,,,,,,,,,,,,,,
INFIAMMATORI (ACCENDITORI),454,,1,1.4S,,1.4,4 (E),,,,,,,,,,,,,,,,
DETONATORI da mina NON ELETTRICI,455,,1,1.4S,,1.4,4 (E),,,,,,,,,,,,,,,,
DETONATORI da mina ELETTRICI,456,,1,1.4S,,1.4,4 (E),,,,,,,,,,,,,,,,
CARICHE DI SCOPPIO CON LEGANTE PLASTICO,457,,1,1.1D,,1,1 (B1000C),,,,,,,,,,,,,,,,
CARICHE DI SCOPPIO CON LEGANTE PLASTICO,458,,1,1.2D,,1,1 (B1000C),,,,,,,,,,,,,,,,
CARICHE DI SCOPPIO CON LEGANTE PLASTICO,459,,1,1.4D,,1.4,2 (E),,,,,,,,,,,,,,,,
CARICHE DI SCOPPIO CON LEGANTE PLASTICO,460,,1,1.4S,,1.4,4 (E),,,,,,,,,,,,,,,,
COMPONENTI DI CATENA PIROTECNICA, N.A.S.,461,,1,1.1B,,1,1 (B1000C),,,,,,,,,,,,,,,,
OGGETTI ESPLOSIVI, N.A.S.,462,,1,1.1C,,1,1 (B1000C),,,,,,,,,,,,,,,,
OGGETTI ESPLOSIVI, N.A.S.,463,,1,1.1D,,1,1 (B1000C),,,,,,,,,,,,,,,,
OGGETTI ESPLOSIVI, N.A.S.,464,,1,1.1E,,1,1 (B1000C),,,,,,,,,,,,,,,,
OGGETTI ESPLOSIVI, N.A.S.,465,,1,1.1F,,1,1 (B1000C),,,,,,,,,,,,,,,,
OGGETTI ESPLOSIVI, N.A.S.,466,,1,1.2C,,1,1 (B1000C),,,,,,,,,,,,,,,,
OGGETTI ESPLOSIVI, N.A.S.,467,,1,1.2D,,1,1 (B1000C),,,,,,,,,,,,,,,,
OGGETTI ESPLOSIVI, N.A.S.,468,,1,1.2E,,1,1 (B1000C),,,,,,,,,,,,,,,,
OGGETTI ESPLOSIVI, N.A.S.,469,,1,1.2F,,1,1 (B1000C),,,,,,,,,,,,,,,,
OGGETTI ESPLOSIVI, N.A.S.,470,,1,1.3C,,1,1 (C5000D),,,,,,,,,,,,,,,,
OGGETTI ESPLOSIVI, N.A.S.,471,,1,1.4E,,1.4,2 (E),,,,,,,,,,,,,,,,
OGGETTI ESPLOSIVI, N.A.S.,472,,1,1.4F,,1.4,2 (E),,,,,,,,,,,,,,,,
MATERIE ESPLOSIVE, N.A.S.,473,,1,1.1A,,1,0 (B),,,,,,,,,,,,,,,,
MATERIE ESPLOSIVE, N.A.S.,474,,1,1.1C,,1,1 (B1000C),,,,,,,,,,,,,,,,
MATERIE ESPLOSIVE, N.A.S.,475,,1,1.1D,,1,1 (B1000C),,,,,,,,,,,,,,,,
MATERIE ESPLOSIVE, N.A.S.,476,,1,1.1G,,1,1 (B1000C),,,,,,,,,,,,,,,,
MATERIE ESPLOSIVE, N.A.S.,477,,1,1.3C,,1,1 (C5000D),,,,,,,,,,,,,,,,
MATERIE ESPLOSIVE, N.A.S.,478,,1,1.3G,,1,1 (C5000D),,,,,,,,,,,,,,,,
MATERIE ESPLOSIVE, N.A.S.,479,,1,1.4C,,1.4,2 (E),,,,,,,,,,,,,,,,
MATERIE ESPLOSIVE, N.A.S.,480,,1,1.4D,,1.4,2 (E),,,,,,,,,,,,,,,,
MATERIE ESPLOSIVE, N.A.S.,481,,1,1.4S,,1.4,4 (E),,,,,,,,,,,,,,,,
MATERIE ESPLOSIVE MOLTO POCO SENSIBILI, N.A.S.,482,,1,1.5D,,1.5,1 (B1000C),,,,,,,,,,,,,,,,
CICLOTRIMETILENTRINITROAMMINA (CICLONITE, ESOGENO, RDX) DESENSIBILIZZATA,483,,1,1.1D,,1,1 (B1000C),,,,,,,,,,,,,,,,
CICLOTETRAMETILENTETRANITROAMMINA (OCTOGENO, HMX) DESENSIBILIZZATA,484,,1,1.1D,,1,1 (B1000C),,,,,,,,,,,,,,,,
MATERIE ESPLOSIVE, N.A.S.,485,,1,1.4G,,1.4,2 (E),,,,,,,,,,,,,,,,
OGGETTI ESPLOSIVI, ESTREMAMENTE POCO SENSIBILI (OGGETTI, EEI),486,,1,1.6N,,1.6,2 (E),,,,,,,,,,,,,,,,
SEGNALI FUMOGENI,487,,1,1.3G,,1,1 (C5000D),,,,,,,,,,,,,,,,
MUNIZIONI DA ESERCITAZIONE,488,,1,1.3G,,1,1 (C5000D),,,,,,,,,,,,,,,,
DINITROGLICOLURILE (DINGU),489,,1,1.1D,,1,1 (B1000C),,,,,,,,,,,,,,,,
NITROTRIAZOLONE,490,,1,1.1D,,1,1 (B1000C),,,,,,,,,,,,,,,,
CARICHE PROPELLENTI,491,,1,1.4C,,1.4,2 (E),,,,,,,,,,,,,,,,
PETARDI PER FERROVIA,492,,1,1.3G,,1,1 (C5000D),,,,,,,,,,,,,,,,
PETARDI PER FERROVIA,493,,1,1.4G,,1.4,2 (E),,,,,,,,,,,,,,,,
PERFORATORI A CARICA CAVA, per pozzi di petrolio, senza detonatore,494,,1,1.4D,,1.4,2 (E),,,,,,,,,,,,,,,,
PROPELLENTE, LIQUIDO,495,,1,1.3C,,1,1 (C5000D),,,,,,,,,,,,,,,,
OCTONALE,496,,1,1.1D,,1,1 (B1000C),,,,,,,,,,,,,,,,
PROPELLENTE, LIQUIDO,497,,1,1.1C,,1,1 (B1000C),,,,,,,,,,,,,,,,
PROPELLENTE, SOLIDO,498,,1,1.1C,,1,1 (B1000C),,,,,,,,,,,,,,,,
PROPELLENTE, SOLIDO,499,,1,1.3C,,1,1 (C5000D),,,,,,,,,,,,,,,,
ASSEMBLAGGI DI DETONATORI da mina NON ELETTRICI,500,,1,1.4S,,1.4,4 (E),,,,,,,,,,,,,,,,
PROPELLENTE, SOLIDO,501,,1,1.4C,,1.4,2 (E),,,,,,,,,,,,,,,,
RAZZI con testa inerte,502,,1,1.2C,,1,1 (B1000C),,,,,,,,,,,,,,,,
DISPOSITIVI DI SICUREZZA, PIROTECNICI,503,,1,1.4G,,1.4,2 (E),,,,,,,,,,,,,,,,
1H-TETRAZOLO,504,,1,1.1D,,1,1 (B1000C),,,,,,,,,,,,,,,,
SEGNALI DI PERICOLO per navi,505,,1,1.4G,,1.4,2 (E),,,,,,,,,,,,,,,,
SEGNALI DI PERICOLO per navi,506,,1,1.4S,,1.4,4 (E),,,,,,,,,,,,,,,,
SEGNALI FUMOGENI,507,,1,1.4S,,1.4,4 (E),,,,,,,,,,,,,,,,
1- IDROSSIBENZOTRIAZOLO ANIDRO secco o umidiﬁcato con meno del 20% (massa ) di acqua,508,,1,1.3C,,1,1 (C5000D),,,,,,,,,,,,,,,,
POLVERE, SENZA FUMO,509,,1,1.4C,,1.4,2 (E),,,,,,,,,,,,,,,,
MOTORI PER RAZZI,510,,1,1.4C,,1.4,2 (E),,,,,,,,,,,,,,,,
DETONATORI, ELETTRONICI da mina programmabili,511,,1,1.1B,,1,1 (B1000C),,,,,,,,,,,,,,,,
DETONATORI, ELETTRONICI da mina programmabili,512,,1,1.4B,,1.4,2 (E),,,,,,,,,,,,,,,,
DETONATORI, ELETTRONICI da mina programmabili,513,,1,1.4S,,1.4,4 (E),,,,,,,,,,,,,,,,
ACETILENE DISCIOLTO,1001,,2,4F,,2.1,2 (B/D),,,,,,,,,,,,,,,,
ARIA COMPRESSA,1002,,2,1A,,2.2,3 (E),,,,,,,,,,,,,,,,
ARIA LIQUIDA REFRIGERATA,1003,,2,3O,,2.2+5.1,3 (C/E),,,,,,,,,,,,,,,,
AMMONIACA ANIDRA,1005,,2,2TC,,2.3+8,1 (C/D),,,,,,,,,,,,,,,,
ARGON COMPRESSO,1006,,2,1A,,2.2,3 (E),,,,,,,,,,,,,,,,
TRIFLUORURO DI BORO,1008,,2,2TC,,2.3+8,1 (C/D),,,,,,,,,,,,,,,,
BROMOTRIFLUOROMETANO (GAS REFRIGERANTE R 13B1),1009,,2,2A,,2.2,3 (C/E),,,,,,,,,,,,,,,,
BUTADIENI, STABILIZZATI o BUTADIENI E MISCELA DI IDROCARBURI, STABILIZZATI, conte- nenti più del 40% di butadieni,1010,,2,2F,,2.1,2 (B/D),,,,,,,,,,,,,,,,
BUTANO,1011,,2,2F,,2.1,2 (B/D),,,,,,,,,,,,,,,,
BUTILENE,1012,,2,2F,,2.1,2 (B/D),,,,,,,,,,,,,,,,
DIOSSIDO DI CARBONIO,1013,,2,2A,,2.2,3 (C/E),,,,,,,,,,,,,,,,
MONOSSIDO DI CARBONIO COMPRESSO,1016,,2,1TF,,2.3+2.1,1 (B/D),,,,,,,,,,,,,,,,
CLORO,1017,,2,2TOC,,2.3+5.1+8,1 (C/D),,,,,,,,,,,,,,,,
CLORODIFLUOROMETANO (GAS REFRIGERANTE R 22),1018,,2,2A,,2.2,3 (C/E),,,,,,,,,,,,,,,,
CLOROPENTAFLUOROETANO (GAS REFRIGERANTE R 115),1020,,2,2A,,2.2,3 (C/E),,,,,,,,,,,,,,,,
1-CLORO-1,2,2,2-TETRAFLUOROETANO (GAS REFRIGERANTE R 124),1021,,2,2A,,2.2,3 (C/E),,,,,,,,,,,,,,,,
CLOROTRIFLUOROMETANO (GAS REFRIGERANTE R 13),1022,,2,2A,,2.2,3 (C/E),,,,,,,,,,,,,,,,
GAS DI CARBONE COMPRESSO,1023,,2,1TF,,2.3+2.1,1 (B/D),,,,,,,,,,,,,,,,
CIANOGENO,1026,,2,2TF,,2.3+2.1,1 (B/D),,,,,,,,,,,,,,,,
CICLOPROPANO,1027,,2,2F,,2.1,2 (B/D),,,,,,,,,,,,,,,,
DICLORODIFLUOROMETANO (GAS REFRIGERANTE R 12),1028,,2,2A,,2.2,3 (C/E),,,,,,,,,,,,,,,,
DICLOROFLUOROMETANO (GAS REFRIGERANTE R 21),1029,,2,2A,,2.2,3 (C/E),,,,,,,,,,,,,,,,
1,1-DIFLUOROETANO (GAS REFRIGERANTE R 152a),1030,,2,2F,,2.1,2 (B/D),,,,,,,,,,,,,,,,
DIMETILAMMINA ANIDRA,1032,,2,2F,,2.1,2 (B/D),,,,,,,,,,,,,,,,
ETERE METILICO,1033,,2,2F,,2.1,2 (B/D),,,,,,,,,,,,,,,,
ETANO,1035,,2,2F,,2.1,2 (B/D),,,,,,,,,,,,,,,,
ETILAMMINA,1036,,2,2F,,2.1,2 (B/D),,,,,,,,,,,,,,,,
CLORURO DI ETILE,1037,,2,2F,,2.1,2 (B/D),,,,,,,,,,,,,,,,
ETILENE LIQUIDO REFRIGERATO,1038,,2,3F,,2.1,2 (B/D),,,,,,,,,,,,,,,,
ETERE METILETILICO,1039,,2,2F,,2.1,2 (B/D),,,,,,,,,,,,,,,,
OSSIDO DI ETILENE,1040,,2,2TF,,2.3+2.1,1 (B/D),,,,,,,,,,,,,,,,
OSSIDO DI ETILENE CON AZOTO ﬁno ad una pressione totale di 1 MPa (10 bar) a 50°C,1040,,2,2TF,,2.3+2.1,1 (B/D),,,,,,,,,,,,,,,,
OSSIDO DI ETILENE E DIOSSIDO DI CARBONIO IN MISCELA, contenente più del 9% ma al massimo l'87% di ossido di etilene,1041,,2,2F,,2.1,2 (B/D),,,,,,,,,,,,,,,,
FERTILIZZANTE AMMONIACALE IN SOLUZIONE, contenente ammoniaca non combinata,1043,,2,4A,,2.2,-/(-),,,,,,,,,,,,,,,,
ESTINTORI contenenti un gas compresso o liquefatto,1044,,2,6A,,2.2,3 (E),,,,,,,,,,,,,,,,
FLUORO COMPRESSO,1045,,2,1TOC,,2.3+5.1+8,1 (D),,,,,,,,,,,,,,,,
ELIO COMPRESSO,1046,,2,1A,,2.2,3 (E),,,,,,,,,,,,,,,,
BROMURO DI IDROGENO ANIDRO,1048,,2,2TC,,2.3+8,1 (C/D),,,,,,,,,,,,,,,,
IDROGENO COMPRESSO,1049,,2,1F,,2.1,2 (B/D),,,,,,,,,,,,,,,,
CLORURO DI IDROGENO ANIDRO,1050,,2,2TC,,2.3+8,1 (C/D),,,,,,,,,,,,,,,,
CIANURO DI IDROGENO STABILIZZATO, con meno del 3% di acqua,1051,,6.1,TF1,I,6.1+3,0 (D),,,,,,,,,,,,,,,,
FLUORURO DI IDROGENO ANIDRO,1052,,8,CT1,I,8+6.1,1 (C/D),,,,,,,,,,,,,,,,
SOLFURO DI IDROGENO,1053,,2,2TF,,2.3+2.1,1 (B/D),,,,,,,,,,,,,,,,
ISOBUTILENE,1055,,2,2F,,2.1,2 (B/D),,,,,,,,,,,,,,,,
KRIPTON COMPRESSO,1056,,2,1A,,2.2,3 (E),,,,,,,,,,,,,,,,
ACCENDINI o RICARICHE PER ACCENDINI contenenti un gas inﬁammabile,1057,,2,6F,,2.1,2 (D),,,,,,,,,,,,,,,,
GAS LIQUEFATTI non inﬁammabili addizionati di azoto, di diossido di carbonio o di aria,1058,,2,2A,,2.2,3 (C/E),,,,,,,,,,,,,,,,
METILACETILENE E PROPADIENE IN MISCELA STABILIZZATA come la miscela P1 e la miscela P2,1060,,2,2F,,2.1,2 (B/D),,,,,,,,,,,,,,,,
